onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
22	2	11.0	69	3	A	0	3.0	3	True	3	4	1	1	1/4	True	2	4	4	4	4a	4	11	False	True	PAC	PAC	}	True	7	I|PAC}	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
24	2	12.0	61	7	C	1	1.0	1	True	3	4	4	1	1/4	True	2	5	5	5	5a	4	12	False	True			{	False	8	I6{	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
24	4	12.0	81	3	A	0	1.0	1	True	3	4	1	1	1/2	True	2	5	5	5	5a	5	12	False	True			{	False	8	I6{	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
26	2	13.0	59	5	B	0	2.0	2	True	3	4	4	1	1/4	True	2	5	5	5	5a	3	13	False	False				False	8	I6{	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	2	2	2	2	False	False	False
28	2	14.0	57	3	A	0	3.0	3	True	3	4	4	1	1/4	True	2	5	5	5	5a	3	14	False	True				False	9	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
30	2	15.0	56	8	G	1	1.0	1	True	3	4	4	1	1/4	True	2	6	6	6	6a	3	15	False	True				False	10	V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
30	4	15.0	83	5	B	0	1.0	1	True	3	4	1	1	1/2	True	2	6	6	6	6a	5	15	False	True				False	10	V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
32	2	16.0	54	6	F	1	2.0	2	True	3	4	4	1	1/4	True	2	6	6	6	6a	3	16	False	False				False	10	V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	3	3	3	6	False	False	False
34	2	17.0	52	4	E	0	3.0	3	True	3	4	4	1	1/4	True	2	6	6	6	6a	3	17	False	True				False	11	V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
36	4	18.0	57	3	A	0	1.0	1	True	3	4	4	1	1/2	True	2	7	7	7	7a	3	18	False	True				False	12	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
36	1	18.0	85	7	C	1	1.0	1	True	3	4	1	1	1/8	True	2	7	7	7	7a	6	18	False	True				False	12	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
37	1	18.5	86	2	D	0	1.5	0	False	3	4	1	1	1/8	True	2	7	7	7	7a	6	37/2	False	False				False	12	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
38	1	19.0	85	7	C	1	2.0	2	True	3	4	1	1	1/8	True	2	7	7	7	7a	6	19	False	False				False	12	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
39	1	19.5	83	5	B	0	2.5	0	False	3	4	1	1	1/8	True	2	7	7	7	7a	5	39/2	False	False				False	12	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
40	2	20.0	57	3	A	0	3.0	3	True	3	4	4	1	1/4	True	2	7	7	7	7a	3	20	False	False			}	True	13	}	A	I		I	I					M	False	False	()	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	None	0	False	True	True	True	True	0	0	0	1	False	True	True
40	2	20.0	81	3	A	0	3.0	3	True	3	4	1	1	1/4	True	2	7	7	7	7a	5	20	False	False			}	True	13	}	A	I		I	I					M	False	False	()	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	None	0	False	True	True	True	True	0	0	0	1	False	True	True
42	3	21.0	56	8	G	1	1.0	1	True	3	4	4	1	3/8	True	2	8	8	8	8a	3	21	False	True			{	False	14	V.I6{	A	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	I	1		3	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	5	4	4	3	True	False	True
42	4	21.0	64	4	E	0	1.0	1	True	3	4	2	1	1/2	True	2	8	8	8	8a	4	21	False	True			{	False	14	V.I6{	A	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	I	1		3	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	1	0	0	1	True	True	False
42	4	21.0	88	4	E	0	1.0	1	True	3	4	1	1	1/2	True	2	8	8	8	8a	6	21	False	True			{	False	14	V.I6{	A	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	I	1		3	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	1	0	0	1	True	True	False
45	1	22.5	54	6	F	1	2.5	0	False	3	4	4	1	1/8	True	2	8	8	8	8a	3	45/2	False	False				False	14	V.I6{	A	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	I	1		3	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	3	2	2	2	False	False	False
46	2	23.0	52	4	E	0	3.0	3	True	3	4	4	1	1/4	True	2	8	8	8	8a	3	23	False	True				False	15	I	A	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	I	1		3	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	1	0	0	1	True	True	True
46	2	23.0	76	4	E	0	3.0	3	True	3	4	2	1	1/4	True	2	8	8	8	8a	5	23	False	True				False	15	I	A	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	I	1		3	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	1	0	0	1	True	True	True
