onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
1008	12	84.0	64	4	E	0	3.0	3	True	3	4	1	2	1/4	True	1	29	29	28	28a	4	84	False	True				False	63	iv6]	e	VI	I	iv6	iv		6			m	True	False	(-4, 0, -1)	()	-1	-4	minor	major	VI	VI, minor	iv		VI	VI	False	iv6	iv6, major	I	iv6, major		iv	iv	4		4	0	0	-1	-4	F	Ab	C	C	minor triad	1	True	True	True	True	True	0	4	4	3	False	False	False
1008	12	84.0	72	0	C	0	3.0	3	True	3	4	1	1	1/4	True	1	29	29	28	28a	5	84	False	True				False	63	iv6]	e	VI	I	iv6	iv		6			m	True	False	(-4, 0, -1)	()	-1	-4	minor	major	VI	VI, minor	iv		VI	VI	False	iv6	iv6, major	I	iv6, major		iv	iv	4		4	0	0	-1	-4	F	Ab	C	C	minor triad	1	True	True	True	True	True	-4	0	0	1	True	False	False
1020	12	85.0	50	2	D	0	1.0	1	True	3	4	2	2	1/4	True	1	30	30	29	29a	3	85	False	True				False	64	ii%65(2)/vi	e	VI		ii%65(2)/vi	ii	%	65	2	vi	%7	True	False	(2, -1, 3, 0)	()	5	2	minor	major	VI	VI, minor	ii/vi	vi	vi/VI	iv	True	ii%65/vi	ii%65/vi, major		ii%65(2)/vi, major	vi	vi	ii%7	2	6	4	0	3	5	2	B	D	C	A	half-diminished seventh chord	1	True	True	True	True	True	-2	2	-1	2	True	False	True
1020	24	85.0	57	3	A	0	1.0	1	True	3	4	2	1	1/2	False	1	30	30	29	29a	3	85	False	True				False	64	ii%65(2)/vi	e	VI		ii%65(2)/vi	ii	%	65	2	vi	%7	True	False	(2, -1, 3, 0)	()	5	2	minor	major	VI	VI, minor	ii/vi	vi	vi/VI	iv	True	ii%65/vi	ii%65/vi, major		ii%65(2)/vi, major	vi	vi	ii%7	2	6	4	0	3	5	2	B	D	C	A	half-diminished seventh chord	1	True	True	True	True	True	-1	3	0	6	True	False	False
1020	12	85.0	65	-1	F	0	1.0	1	True	3	4	1	2	1/4	True	1	30	30	29	29a	4	85	False	True				False	64	ii%65(2)/vi	e	VI		ii%65(2)/vi	ii	%	65	2	vi	%7	True	False	(2, -1, 3, 0)	()	5	2	minor	major	VI	VI, minor	ii/vi	vi	vi/VI	iv	True	ii%65/vi	ii%65/vi, major		ii%65(2)/vi, major	vi	vi	ii%7	2	6	4	0	3	5	2	B	D	C	A	half-diminished seventh chord	1	True	True	True	True	True	-5	-1	-4	4	True	False	False
1020	9	85.0	72	0	C	0	1.0	1	True	3	4	1	1	3/16	True	1	30	30	29	29a	5	85	False	True				False	64	ii%65(2)/vi	e	VI		ii%65(2)/vi	ii	%	65	2	vi	%7	True	False	(2, -1, 3, 0)	()	5	2	minor	major	VI	VI, minor	ii/vi	vi	vi/VI	iv	True	ii%65/vi	ii%65/vi, major		ii%65(2)/vi, major	vi	vi	ii%7	2	6	4	0	3	5	2	B	D	C	A	half-diminished seventh chord	1	True	True	True	True	True	-4	0	-3	1	True	False	False
1029	3	85.75	71	5	B	0	1.75	0	False	3	4	1	1	1/16	True	1	30	30	29	29a	4	343/4	False	True				False	65	ii%65/vi	e	VI		ii%65/vi	ii	%	65		vi	%7	True	False	(2, -1, 3, 5)	()	5	2	minor	major	VI	VI, minor	ii/vi	vi	vi/VI	iv	True	ii%65/vi	ii%65/vi, major		ii%65/vi, major	vi	vi	ii%7	2	6	4	0	3	5	2	B	D	C	A	half-diminished seventh chord	1	True	True	True	True	True	1	5	2	7	True	True	False
1032	24	86.0	45	3	A	0	2.0	2	True	3	4	2	2	1/2	True	1	30	30	29	29a	2	86	False	True				False	66	i(4)/vi	e	VI		i(4)/vi	i			4	vi	m	True	False	(3, 2, 4)	()	3	3	minor	major	VI	VI, minor	i/vi	vi	vi/VI	iv	True	i/vi	i/vi, major		i(4)/vi, major	vi	vi	i	1	6	4	0	3	3	3	A	A	C	A	minor triad	0	True	True	True	True	True	-1	3	0	6	True	True	True
1032	24	86.0	52	4	E	0	2.0	2	True	3	4	2	2	1/2	True	1	30	30	29	29a	3	86	False	True				False	66	i(4)/vi	e	VI		i(4)/vi	i			4	vi	m	True	False	(3, 2, 4)	()	3	3	minor	major	VI	VI, minor	i/vi	vi	vi/VI	iv	True	i/vi	i/vi, major		i(4)/vi, major	vi	vi	i	1	6	4	0	3	3	3	A	A	C	A	minor triad	0	True	True	True	True	True	0	4	1	3	True	False	False
1032	24	86.0	64	4	E	0	2.0	2	True	3	4	1	2	1/2	True	1	30	30	29	29a	4	86	False	True				False	66	i(4)/vi	e	VI		i(4)/vi	i			4	vi	m	True	False	(3, 2, 4)	()	3	3	minor	major	VI	VI, minor	i/vi	vi	vi/VI	iv	True	i/vi	i/vi, major		i(4)/vi, major	vi	vi	i	1	6	4	0	3	3	3	A	A	C	A	minor triad	0	True	True	True	True	True	0	4	1	3	True	False	False
