onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
36	12	3.0	77	-1	F	0	3.0	3	True	3	4	1	1	1/4	True	0	2	2	1	1a	5	3	False	False				False	1		iv64	a	i		iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor		iv64, minor		iv	iv	4		3	3	3	2	3	D	A	A	A	minor triad	2	True	True	True	True	True	-4	-4	-4	6	True	False	False
48	24	4.0	77	-1	F	0	1.0	1	True	3	4	1	1	1/2	True	0	3	3	2	2a	5	4	False	True				False	2		i(6)	a	i		i(6)		i			6		m	True	True	(0, -3, -4)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(6), minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-4	-4	-4	6	True	False	False
60	12	5.0	57	3	A	0	2.0	2	True	3	4	2	1	1/4	True	0	3	3	2	2a	3	5	False	False				False	2		i(6)	a	i		i(6)		i			6		m	True	True	(0, -3, -4)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(6), minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
60	12	5.0	60	0	C	0	2.0	2	True	3	4	2	1	1/4	True	0	3	3	2	2a	4	5	False	False				False	2		i(6)	a	i		i(6)		i			6		m	True	True	(0, -3, -4)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(6), minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
60	12	5.0	65	-1	F	0	2.0	2	True	3	4	2	1	1/4	True	0	3	3	2	2a	4	5	False	False				False	2		i(6)	a	i		i(6)		i			6		m	True	True	(0, -3, -4)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(6), minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-4	-4	-4	6	True	False	False
72	12	6.0	57	3	A	0	3.0	3	True	3	4	2	1	1/4	True	0	3	3	2	2a	3	6	False	True				False	3		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	12	6.0	60	0	C	0	3.0	3	True	3	4	2	1	1/4	True	0	3	3	2	2a	4	6	False	True				False	3		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
72	12	6.0	64	4	E	0	3.0	3	True	3	4	2	1	1/4	True	0	3	3	2	2a	4	6	False	True				False	3		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
72	12	6.0	76	4	E	0	3.0	3	True	3	4	1	1	1/4	True	0	3	3	2	2a	5	6	False	True				False	3		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
84	2	7.0	74	2	D	0	1.0	1	True	3	4	1	1	1/24	True	0	4	4	3	3a	5	7	False	True				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
86	2	7.167	76	4	E	0	1.167	0	False	3	4	1	1	1/24	True	0	4	4	3	3a	5	43/6	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
88	2	7.333	74	2	D	0	1.333	0	False	3	4	1	1	1/24	True	0	4	4	3	3a	5	22/3	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
90	6	7.5	73	7	C	1	1.5	0	False	3	4	1	1	1/8	True	0	4	4	3	3a	5	15/2	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	4	4	4	#3	False	False	False
96	12	8.0	52	4	E	0	2.0	2	True	3	4	2	1	1/4	True	0	4	4	3	3a	3	8	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
96	12	8.0	56	8	G	1	2.0	2	True	3	4	2	1	1/4	True	0	4	4	3	3a	3	8	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	5	5	5	#7	True	False	False
96	12	8.0	62	2	D	0	2.0	2	True	3	4	2	1	1/4	True	0	4	4	3	3a	4	8	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
96	6	8.0	74	2	D	0	2.0	2	True	3	4	1	1	1/8	True	0	4	4	3	3a	5	8	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
102	6	8.5	75	9	D	1	2.5	0	False	3	4	1	1	1/8	True	0	4	4	3	3a	5	17/2	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	6	6	6	#4	False	False	False
108	12	9.0	52	4	E	0	3.0	3	True	3	4	2	1	1/4	True	0	4	4	3	3a	3	9	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
108	12	9.0	56	8	G	1	3.0	3	True	3	4	2	1	1/4	True	0	4	4	3	3a	3	9	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	5	5	5	#7	True	False	False
108	12	9.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	0	4	4	3	3a	4	9	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
108	6	9.0	76	4	E	0	3.0	3	True	3	4	1	1	1/8	True	0	4	4	3	3a	5	9	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
114	6	9.5	71	5	B	0	3.5	0	False	3	4	1	1	1/8	True	0	4	4	3	3a	4	19/2	False	False				False	4		V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
120	24	10.0	74	2	D	0	1.0	1	True	3	4	1	1	1/2	True	0	5	5	4	4a	5	10	False	True				False	5		i(4)	a	i		i(4)		i			4		m	True	True	(0, -1, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(4), minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
132	12	11.0	45	3	A	0	2.0	2	True	3	4	2	1	1/4	True	0	5	5	4	4a	2	11	False	False				False	5		i(4)	a	i		i(4)		i			4		m	True	True	(0, -1, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(4), minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
144	12	12.0	52	4	E	0	3.0	3	True	3	4	2	1	1/4	True	0	5	5	4	4a	3	12	False	True				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
144	12	12.0	60	0	C	0	3.0	3	True	3	4	2	1	1/4	True	0	5	5	4	4a	4	12	False	True				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
144	12	12.0	72	0	C	0	3.0	3	True	3	4	1	1	1/4	True	0	5	5	4	4a	5	12	False	True				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
156	4	13.0	69	3	A	0	1.0	1	True	3	4	1	1	1/12	True	0	6	6	5	5a	4	13	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
160	4	13.333	71	5	B	0	1.333	0	False	3	4	1	1	1/12	True	0	6	6	5	5a	4	40/3	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
164	4	13.667	69	3	A	0	1.667	0	False	3	4	1	1	1/12	True	0	6	6	5	5a	4	41/3	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
168	12	14.0	52	4	E	0	2.0	2	True	3	4	2	1	1/4	True	0	6	6	5	5a	3	14	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
168	12	14.0	60	0	C	0	2.0	2	True	3	4	2	1	1/4	True	0	6	6	5	5a	4	14	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
168	12	14.0	68	8	G	1	2.0	2	True	3	4	1	1	1/4	True	0	6	6	5	5a	4	14	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
180	12	15.0	45	3	A	0	3.0	3	True	3	4	2	1	1/4	True	0	6	6	5	5a	2	15	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
180	12	15.0	69	3	A	0	3.0	3	True	3	4	1	1	1/4	True	0	6	6	5	5a	4	15	False	False				False	6		i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
192	12	16.0	71	5	B	0	1.0	1	True	3	4	1	1	1/4	True	0	7	7	6	6a	4	16	False	True				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
204	12	17.0	52	4	E	0	2.0	2	True	3	4	2	1	1/4	True	0	7	7	6	6a	3	17	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	1	1	0	5	True	False	False
204	12	17.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	0	7	7	6	6a	3	17	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	-2	-2	-3	7	True	False	False
204	12	17.0	59	5	B	0	2.0	2	True	3	4	2	1	1/4	True	0	7	7	6	6a	3	17	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
204	24	17.0	76	4	E	0	2.0	2	True	3	4	1	1	1/2	True	0	7	7	6	6a	5	17	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	1	1	0	5	True	False	False
216	12	18.0	47	5	B	0	3.0	3	True	3	4	2	1	1/4	True	0	7	7	6	6a	2	18	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
228	6	19.0	71	5	B	0	1.0	1	True	3	4	1	1	1/8	True	0	8	8	7	7a	4	19	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
234	6	19.5	67	1	G	0	1.5	0	False	3	4	1	1	1/8	True	0	8	8	7	7a	4	39/2	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	-2	-2	-3	7	True	False	False
240	12	20.0	47	5	B	0	2.0	2	True	3	4	2	1	1/4	True	0	8	8	7	7a	2	20	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
240	12	20.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	0	8	8	7	7a	3	20	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	-2	-2	-3	7	True	False	False
240	12	20.0	59	5	B	0	2.0	2	True	3	4	2	1	1/4	True	0	8	8	7	7a	3	20	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
240	6	20.0	64	4	E	0	2.0	2	True	3	4	1	1	1/8	True	0	8	8	7	7a	4	20	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	1	1	0	5	True	False	False
246	6	20.5	71	5	B	0	2.5	0	False	3	4	1	1	1/8	True	0	8	8	7	7a	4	41/2	False	False				False	7		V(64)/v	a	i		V(64)/v		V			64	v	M	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V(64)/v, minor	v	v	Cad	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
252	12	21.0	47	5	B	0	3.0	3	True	3	4	2	1	1/4	True	0	8	8	7	7a	2	21	False	True				False	8		V/v	a	i		V/v		V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	V	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
252	12	21.0	54	6	F	1	3.0	3	True	3	4	2	1	1/4	True	0	8	8	7	7a	3	21	False	True				False	8		V/v	a	i		V/v		V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	V	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	3	3	2	#6	True	False	False
252	12	21.0	59	5	B	0	3.0	3	True	3	4	2	1	1/4	True	0	8	8	7	7a	3	21	False	True				False	8		V/v	a	i		V/v		V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	V	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	2	2	1	2	True	True	True
252	12	21.0	63	9	D	1	3.0	3	True	3	4	1	1	1/4	True	0	8	8	7	7a	4	21	False	True				False	8		V/v	a	i		V/v		V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	V	5	5	3	3	4	5	5	B	B	A	E	major triad	0	True	True	True	True	True	6	6	5	#4	True	False	False
264	12	22.0	52	4	E	0	1.0	1	True	3	4	2	1	1/4	True	0	9	9	8	8a	3	22	False	True	PAC	PAC	}	True	9		i/v|PAC}	a	i		i/v		i				v	m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	i/v	v	v/i	v	True	i/v	i/v, minor		i/v, minor	v	v	i	1	5	3	3	4	4	4	E	E	A	E	minor triad	0	True	True	True	True	True	1	1	0	5	True	True	True
