onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
48	48	2.0	30	6	F	1	1.0	1	True	2	4	2	1	1/2	True	6	2	2	2	2a	1	2	False	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	viio	7		6	6	6	11	5	E#	B	F#	F#	diminished triad	2	True	True	True	True	True	0	0	0	1	False	False	False
48	48	2.0	42	6	F	1	1.0	1	True	2	4	2	1	1/2	True	6	2	2	2	2a	2	2	False	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	viio	7		6	6	6	11	5	E#	B	F#	F#	diminished triad	2	True	True	True	True	True	0	0	0	1	False	False	False
48	24	2.0	59	5	B	0	1.0	1	True	2	4	1	1	1/4	True	6	2	2	2	2a	3	2	False	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	viio	7		6	6	6	11	5	E#	B	F#	F#	diminished triad	2	True	True	True	True	True	-1	-1	-1	4	True	False	True
48	24	2.0	65	11	E	1	1.0	1	True	2	4	1	1	1/4	True	6	2	2	2	2a	4	2	False	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	viio	7		6	6	6	11	5	E#	B	F#	F#	diminished triad	2	True	True	True	True	True	5	5	5	7	True	True	False
48	24	2.0	68	8	G	1	1.0	1	True	2	4	1	1	1/4	True	6	2	2	2	2a	4	2	False	False				False	1		viio64	F#	I	I	viio64		vii	o	64			o	False	False	(-1, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio64	viio64, major	I	viio64, major		vii	viio	7		6	6	6	11	5	E#	B	F#	F#	diminished triad	2	True	True	True	True	True	2	2	2	2	True	False	False
72	12	3.0	61	7	C	1	2.0	2	True	2	4	1	1	1/8	True	6	2	2	2	2a	4	3	False	True				False	2		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
72	12	3.0	66	6	F	1	2.0	2	True	2	4	1	1	1/8	True	6	2	2	2	2a	4	3	False	True				False	2		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	12	3.0	70	10	A	1	2.0	2	True	2	4	1	1	1/8	True	6	2	2	2	2a	4	3	False	True				False	2		I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
84	12	3.5	61	7	C	1	2.5	0	False	2	4	1	1	1/8	True	6	2	2	2	2a	4	7/2	False	True				False	3		V7/IV	F#	I	I	V7/IV		V		7		IV	Mm7	False	False	(0, 4, 1, -2)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V7/IV	V7/IV, major	I	V7/IV, major	IV	IV	V7	5	4	6	6	5	6	6	F#	F#	F#	B	dominant seventh chord	7	True	True	True	True	True	1	1	2	5	True	False	False
84	12	3.5	64	4	E	0	2.5	0	False	2	4	1	1	1/8	True	6	2	2	2	2a	4	7/2	False	True				False	3		V7/IV	F#	I	I	V7/IV		V		7		IV	Mm7	False	False	(0, 4, 1, -2)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V7/IV	V7/IV, major	I	V7/IV, major	IV	IV	V7	5	4	6	6	5	6	6	F#	F#	F#	B	dominant seventh chord	7	True	True	True	True	True	-2	-2	-1	b7	True	False	False
84	12	3.5	70	10	A	1	2.5	0	False	2	4	1	1	1/8	True	6	2	2	2	2a	4	7/2	False	True				False	3		V7/IV	F#	I	I	V7/IV		V		7		IV	Mm7	False	False	(0, 4, 1, -2)	()	0	0	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V7/IV	V7/IV, major	I	V7/IV, major	IV	IV	V7	5	4	6	6	5	6	6	F#	F#	F#	B	dominant seventh chord	7	True	True	True	True	True	4	4	5	3	True	False	False
96	48	4.0	30	6	F	1	1.0	1	True	2	4	2	1	1/2	True	6	3	3	3	3a	1	4	False	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	IV	4		6	6	6	5	9	B	D#	F#	F#	major triad	1	True	True	True	True	True	0	0	0	1	True	False	False
96	48	4.0	42	6	F	1	1.0	1	True	2	4	2	1	1/2	True	6	3	3	3	3a	2	4	False	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	IV	4		6	6	6	5	9	B	D#	F#	F#	major triad	1	True	True	True	True	True	0	0	0	1	True	False	False
96	24	4.0	63	9	D	1	1.0	1	True	2	4	1	2	1/4	True	6	3	3	3	3a	4	4	False	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	IV	4		6	6	6	5	9	B	D#	F#	F#	major triad	1	True	True	True	True	True	3	3	3	6	True	False	True
96	24	4.0	66	6	F	1	1.0	1	True	2	4	1	2	1/4	True	6	3	3	3	3a	4	4	False	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	IV	4		6	6	6	5	9	B	D#	F#	F#	major triad	1	True	True	True	True	True	0	0	0	1	True	False	False
96	24	4.0	71	5	B	0	1.0	1	True	2	4	1	1	1/4	True	6	3	3	3	3a	4	4	False	True				False	4		IV6	F#	I	I	IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major	I	IV6, major		IV	IV	4		6	6	6	5	9	B	D#	F#	F#	major triad	1	True	True	True	True	True	-1	-1	-1	4	True	True	False
120	24	5.0	65	11	E	1	2.0	2	True	2	4	1	2	1/4	True	6	3	3	3	3a	4	5	False	True				False	5		vii%7	F#	I	I	vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major	I	vii%7, major		vii	vii%7	7		6	6	6	11	11	E#	E#	F#	F#	half-diminished seventh chord	7	True	True	True	True	True	5	5	5	7	True	True	True
120	24	5.0	68	8	G	1	2.0	2	True	2	4	1	2	1/4	True	6	3	3	3	3a	4	5	False	True				False	5		vii%7	F#	I	I	vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major	I	vii%7, major		vii	vii%7	7		6	6	6	11	11	E#	E#	F#	F#	half-diminished seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
120	18	5.0	75	9	D	1	2.0	2	True	2	4	1	1	3/16	True	6	3	3	3	3a	5	5	False	True				False	5		vii%7	F#	I	I	vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major	I	vii%7, major		vii	vii%7	7		6	6	6	11	11	E#	E#	F#	F#	half-diminished seventh chord	7	True	True	True	True	True	3	3	3	6	True	False	False
138	6	5.75	73	7	C	1	2.75	0	False	2	4	1	1	1/16	True	6	3	3	3	3a	5	23/4	False	True				False	6		V6	F#	I	I	V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	I	V6, major		V	V	5		6	6	6	7	11	C#	E#	F#	F#	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
144	24	6.0	30	6	F	1	1.0	1	True	2	4	2	1	1/4	True	6	4	4	4	4a	1	6	False	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
144	24	6.0	42	6	F	1	1.0	1	True	2	4	2	1	1/4	True	6	4	4	4	4a	2	6	False	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
144	12	6.0	66	6	F	1	1.0	1	True	2	4	1	2	1/8	True	6	4	4	4	4a	4	6	False	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
144	3	6.0	71	5	B	0	1.0	1	True	2	4	1	1	1/32	True	6	4	4	4	4a	4	6	False	True			}	True	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
147	3	6.125	70	10	A	1	1.125	0	False	2	4	1	1	1/32	True	6	4	4	4	4a	4	49/8	False	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
150	3	6.25	75	9	D	1	1.25	0	False	2	4	1	1	1/32	True	6	4	4	4	4a	5	25/4	False	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	3	3	3	6	False	False	False
153	3	6.375	73	7	C	1	1.375	0	False	2	4	1	1	1/32	True	6	4	4	4	4a	5	51/8	False	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
156	12	6.5	73	7	C	1	1.5	0	False	2	4	1	1	1/8	True	6	4	4	4	4a	5	13/2	False	False				False	7		I]}	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
168	18	9.0	70	10	A	1	4.0	4	True	4	4	1	1	3/16	True	6	5	5	4	4a	4	7	False	True			{	False	8		I6{	F#	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		6	6	6	6	10	F#	A#	F#	F#	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
186	6	9.75	71	5	B	0	4.75	0	False	4	4	1	1	1/16	True	6	5	5	4	4a	4	31/4	False	False				False	8		I6{	F#	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		6	6	6	6	10	F#	A#	F#	F#	major triad	1	True	True	True	True	True	-1	-1	-1	4	False	False	False
192	12	8.0	42	6	F	1	1.0	1	True	4	4	2	1	1/8	True	6	6	6	5	5a	2	8	False	True				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
192	24	8.0	73	7	C	1	1.0	1	True	4	4	1	1	1/4	True	6	6	6	5	5a	5	8	False	True				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
204	12	8.5	54	6	F	1	1.5	0	False	4	4	2	1	1/8	True	6	6	6	5	5a	3	17/2	False	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
216	12	9.0	58	10	A	1	2.0	2	True	4	4	2	1	1/8	True	6	6	6	5	5a	3	9	False	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
216	24	9.0	61	7	C	1	2.0	2	True	4	4	1	2	1/4	True	6	6	6	5	5a	4	9	False	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
216	24	9.0	66	6	F	1	2.0	2	True	4	4	1	1	1/4	True	6	6	6	5	5a	4	9	False	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
228	12	9.5	54	6	F	1	2.5	0	False	4	4	2	1	1/8	True	6	6	6	5	5a	3	19/2	False	False				False	9		I[I	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
240	12	10.0	59	5	B	0	3.0	3	True	4	4	2	1	1/8	True	6	6	6	5	5a	3	10	False	True				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	V7	5		6	6	6	7	5	C#	B	F#	F#	dominant seventh chord	3	True	True	True	True	True	-1	-1	-1	4	True	False	True
240	24	10.0	61	7	C	1	3.0	3	True	4	4	1	2	1/4	True	6	6	6	5	5a	4	10	False	True				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	V7	5		6	6	6	7	5	C#	B	F#	F#	dominant seventh chord	3	True	True	True	True	True	1	1	1	5	True	True	False
240	24	10.0	65	11	E	1	3.0	3	True	4	4	1	1	1/4	True	6	6	6	5	5a	4	10	False	True				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	V7	5		6	6	6	7	5	C#	B	F#	F#	dominant seventh chord	3	True	True	True	True	True	5	5	5	7	True	False	False
252	12	10.5	54	6	F	1	3.5	0	False	4	4	2	1	1/8	True	6	6	6	5	5a	3	21/2	False	False				False	10		V2	F#	I	I	V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major	I	V2, major		V	V7	5		6	6	6	7	5	C#	B	F#	F#	dominant seventh chord	3	True	True	True	True	True	0	0	0	1	False	False	False
264	12	11.0	58	10	A	1	4.0	4	True	4	4	2	1	1/8	True	6	6	6	5	5a	3	11	False	True				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
264	24	11.0	61	7	C	1	4.0	4	True	4	4	1	2	1/4	True	6	6	6	5	5a	4	11	False	True				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
264	24	11.0	66	6	F	1	4.0	4	True	4	4	1	1	1/4	True	6	6	6	5	5a	4	11	False	True				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
276	12	11.5	54	6	F	1	4.5	0	False	4	4	2	1	1/8	True	6	6	6	5	5a	3	23/2	False	False				False	11		I]	F#	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		6	6	6	6	6	F#	F#	F#	F#	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
288	12	12.0	56	8	G	1	1.0	1	True	4	4	2	1	1/8	True	6	7	7	6	6a	3	12	True	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
288	72	12.0	59	5	B	0	1.0	1	True	4	4	1	1	3/4	True	6	7	7	6	6a	3	12	True	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
288	72	12.0	61	7	C	1	1.0	1	True	4	4	1	1	3/4	True	6	7	7	6	6a	4	12	True	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
288	72	12.0	65	11	E	1	1.0	1	True	4	4	1	1	3/4	True	6	7	7	6	6a	4	12	True	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	5	5	5	7	True	False	False
288	72	12.0	71	5	B	0	1.0	1	True	4	4	1	1	3/4	True	6	7	7	6	6a	4	12	True	True				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
300	12	12.5	49	7	C	1	1.5	0	False	4	4	2	1	1/8	True	6	7	7	6	6a	3	25/2	False	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
312	12	13.0	56	8	G	1	2.0	2	True	4	4	2	1	1/8	True	6	7	7	6	6a	3	13	False	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
324	12	13.5	49	7	C	1	2.5	0	False	4	4	2	1	1/8	True	6	7	7	6	6a	3	27/2	False	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
336	12	14.0	56	8	G	1	3.0	3	True	4	4	2	1	1/8	True	6	7	7	6	6a	3	14	False	False				False	12		V7	F#	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		6	6	6	7	7	C#	C#	F#	F#	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
