onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
12	6	1.0	66	6	F	1	3.0	3	True	4	4	1	2	1/8	True	4	1	1	0	0a	4	1	False	True				False	2		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
14	2	1.1669999999999998	52	4	E	0	3.167	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	3	7/6	False	False				False	2		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	0	0	0	1	False	False	False
16	2	1.3330000000000002	54	6	F	1	3.333	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	3	4/3	False	False				False	2		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
18	2	1.5	47	5	B	0	3.5	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	2	3/2	False	True				False	3		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
18	6	1.5	63	9	D	1	3.5	0	False	4	4	1	2	1/8	True	4	1	1	0	0a	4	3/2	False	True				False	3		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
18	6	1.5	71	5	B	0	3.5	0	False	4	4	1	1	1/8	True	4	1	1	0	0a	4	3/2	False	True				False	3		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
20	2	1.6669999999999998	49	7	C	1	3.667	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	3	5/3	False	False				False	3		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	3	3	3	6	False	False	False
22	2	1.8330000000000002	51	9	D	1	3.833	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	3	11/6	False	False				False	3		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
24	2	2.0	44	8	G	1	4.0	4	True	4	4	2	1	1/24	True	4	1	1	0	0a	2	2	False	True				False	4		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
24	6	2.0	64	4	E	0	4.0	4	True	4	4	1	2	1/8	True	4	1	1	0	0a	4	2	False	True				False	4		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
24	12	2.0	71	5	B	0	4.0	4	True	4	4	1	1	1/4	False	4	1	1	0	0a	4	2	False	True				False	4		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
26	2	2.167	45	3	A	0	4.167	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	2	13/6	False	False				False	4		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	-1	-1	-1	4	False	False	False
28	2	2.333	47	5	B	0	4.333	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	2	7/3	False	False				False	4		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
30	2	2.5	40	4	E	0	4.5	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	2	5/2	False	True				False	5		I	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
30	6	2.5	68	8	G	1	4.5	0	False	4	4	1	2	1/8	True	4	1	1	0	0a	4	5/2	False	True				False	5		I	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
32	2	2.667	47	5	B	0	4.667	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	2	8/3	False	False				False	5		I	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
34	2	2.833	52	4	E	0	4.833	0	False	4	4	2	1	1/24	True	4	1	1	0	0a	3	17/6	False	False				False	5		I	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
36	2	3.0	51	9	D	1	1.0	1	True	4	4	2	1	1/24	True	4	2	2	1	1a	3	3	False	True				False	6		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
36	6	3.0	66	6	F	1	1.0	1	True	4	4	1	2	1/8	True	4	2	2	1	1a	4	3	False	True				False	6		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
36	6	3.0	71	5	B	0	1.0	1	True	4	4	1	1	1/8	False	4	2	2	1	1a	4	3	False	True				False	6		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
38	2	3.167	52	4	E	0	1.167	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	19/6	False	False				False	6		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	0	0	0	1	False	False	False
40	2	3.333	54	6	F	1	1.333	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	10/3	False	False				False	6		V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		4	4	4	5	9	B	D#	E	E	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
42	2	3.5	47	5	B	0	1.5	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	2	7/2	False	True				False	7		V7	E	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		4	4	4	5	5	B	B	E	E	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
42	6	3.5	63	9	D	1	1.5	0	False	4	4	1	2	1/8	True	4	2	2	1	1a	4	7/2	False	True				False	7		V7	E	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		4	4	4	5	5	B	B	E	E	dominant seventh chord	7	True	True	True	True	True	5	5	5	7	True	False	False
42	12	3.5	71	5	B	0	1.5	0	False	4	4	1	1	1/4	True	4	2	2	1	1a	4	7/2	False	True				False	7		V7	E	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		4	4	4	5	5	B	B	E	E	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
44	2	3.667	54	6	F	1	1.667	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	11/3	False	False				False	7		V7	E	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		4	4	4	5	5	B	B	E	E	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
46	2	3.833	57	3	A	0	1.833	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	23/6	False	False				False	7		V7	E	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		4	4	4	5	5	B	B	E	E	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
48	2	4.0	56	8	G	1	2.0	2	True	4	4	2	1	1/24	True	4	2	2	1	1a	3	4	False	True				False	8		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
48	6	4.0	64	4	E	0	2.0	2	True	4	4	1	2	1/8	True	4	2	2	1	1a	4	4	False	True				False	8		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
50	2	4.167	58	10	A	1	2.167	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	25/6	False	False				False	8		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	6	6	6	#4	False	False	False
52	2	4.333	59	5	B	0	2.333	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	13/3	False	False				False	8		I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		4	4	4	4	8	E	G#	E	E	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
54	2	4.5	49	7	C	1	2.5	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	9/2	False	True				False	9		ii/V	E	I		ii/V	ii				V	m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii/V, major	V	V	ii	2	5	4	4	5	7	7	C#	C#	E	B	minor triad	0	True	True	True	True	True	3	3	2	6	True	True	True
54	6	4.5	68	8	G	1	2.5	0	False	4	4	1	2	1/8	True	4	2	2	1	1a	4	9/2	False	True				False	9		ii/V	E	I		ii/V	ii				V	m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii/V, major	V	V	ii	2	5	4	4	5	7	7	C#	C#	E	B	minor triad	0	True	True	True	True	True	4	4	3	3	True	False	False
54	12	4.5	76	4	E	0	2.5	0	False	4	4	1	1	1/4	True	4	2	2	1	1a	5	9/2	False	True				False	9		ii/V	E	I		ii/V	ii				V	m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii/V, major	V	V	ii	2	5	4	4	5	7	7	C#	C#	E	B	minor triad	0	True	True	True	True	True	0	0	-1	1	True	False	False
56	2	4.667	51	9	D	1	2.667	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	14/3	False	False				False	9		ii/V	E	I		ii/V	ii				V	m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii/V, major	V	V	ii	2	5	4	4	5	7	7	C#	C#	E	B	minor triad	0	True	True	True	True	True	5	5	4	7	False	False	False
58	2	4.833	52	4	E	0	2.833	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	29/6	False	False				False	9		ii/V	E	I		ii/V	ii				V	m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii/V, major	V	V	ii	2	5	4	4	5	7	7	C#	C#	E	B	minor triad	0	True	True	True	True	True	0	0	-1	1	True	False	False
60	2	5.0	42	6	F	1	3.0	3	True	4	4	2	1	1/24	True	4	2	2	1	1a	2	5	False	True				False	10		V7/V	E	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	V7	5	5	4	4	5	6	6	F#	F#	E	B	dominant seventh chord	7	True	True	True	True	True	2	2	1	2	True	True	True
60	2	5.0	70	10	A	1	3.0	3	True	4	4	1	2	1/24	True	4	2	2	1	1a	4	5	False	True				False	10		V7/V	E	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	V7	5	5	4	4	5	6	6	F#	F#	E	B	dominant seventh chord	7	True	True	True	True	True	6	6	5	#4	True	False	False
62	2	5.167	44	8	G	1	3.167	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	2	31/6	False	False				False	10		V7/V	E	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	V7	5	5	4	4	5	6	6	F#	F#	E	B	dominant seventh chord	7	True	True	True	True	True	4	4	3	3	False	False	False
62	2	5.167	71	5	B	0	3.167	0	False	4	4	1	2	1/24	True	4	2	2	1	1a	4	31/6	False	False				False	10		V7/V	E	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	V7	5	5	4	4	5	6	6	F#	F#	E	B	dominant seventh chord	7	True	True	True	True	True	1	1	0	5	False	False	False
64	2	5.333	46	10	A	1	3.333	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	2	16/3	False	False				False	10		V7/V	E	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	V7	5	5	4	4	5	6	6	F#	F#	E	B	dominant seventh chord	7	True	True	True	True	True	6	6	5	#4	True	False	False
64	2	5.333	73	7	C	1	3.333	0	False	4	4	1	2	1/24	True	4	2	2	1	1a	5	16/3	False	False				False	10		V7/V	E	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	V7	5	5	4	4	5	6	6	F#	F#	E	B	dominant seventh chord	7	True	True	True	True	True	3	3	2	6	True	False	False
66	2	5.5	47	5	B	0	3.5	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	2	11/2	False	True				False	11		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
66	4	5.5	66	6	F	1	3.5	0	False	4	4	1	2	1/12	True	4	2	2	1	1a	4	11/2	False	True				False	11		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
66	6	5.5	75	9	D	1	3.5	0	False	4	4	1	1	1/8	True	4	2	2	1	1a	5	11/2	False	True				False	11		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
68	2	5.667	49	7	C	1	3.667	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	17/3	False	False				False	11		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	3	3	3	6	False	False	False
70	2	5.833	51	9	D	1	3.833	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	35/6	False	False				False	11		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
70	2	5.833	71	5	B	0	3.833	0	False	4	4	1	2	1/24	True	4	2	2	1	1a	4	35/6	False	False				False	11		V	E	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
72	2	6.0	52	4	E	0	4.0	4	True	4	4	2	1	1/24	True	4	2	2	1	1a	3	6	False	True				False	12		ii65/V	E	I		ii65/V	ii		65		V	mm7	False	False	(0, 4, 1, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii65/V	ii65/V, major		ii65/V, major	V	V	ii7	2	5	4	4	5	7	4	C#	E	E	B	minor seventh chord	1	True	True	True	True	True	0	0	-1	1	True	False	True
72	6	6.0	71	5	B	0	4.0	4	True	4	4	1	2	1/8	False	4	2	2	1	1a	4	6	False	True				False	12		ii65/V	E	I		ii65/V	ii		65		V	mm7	False	False	(0, 4, 1, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii65/V	ii65/V, major		ii65/V, major	V	V	ii7	2	5	4	4	5	7	4	C#	E	E	B	minor seventh chord	1	True	True	True	True	True	1	1	0	5	True	False	False
72	12	6.0	73	7	C	1	4.0	4	True	4	4	1	1	1/4	True	4	2	2	1	1a	5	6	False	True				False	12		ii65/V	E	I		ii65/V	ii		65		V	mm7	False	False	(0, 4, 1, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii65/V	ii65/V, major		ii65/V, major	V	V	ii7	2	5	4	4	5	7	4	C#	E	E	B	minor seventh chord	1	True	True	True	True	True	3	3	2	6	True	True	False
74	2	6.167	54	6	F	1	4.167	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	37/6	False	False				False	12		ii65/V	E	I		ii65/V	ii		65		V	mm7	False	False	(0, 4, 1, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii65/V	ii65/V, major		ii65/V, major	V	V	ii7	2	5	4	4	5	7	4	C#	E	E	B	minor seventh chord	1	True	True	True	True	True	2	2	1	2	False	False	False
76	2	6.333	56	8	G	1	4.333	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	19/3	False	False				False	12		ii65/V	E	I		ii65/V	ii		65		V	mm7	False	False	(0, 4, 1, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii65/V	ii65/V, major		ii65/V, major	V	V	ii7	2	5	4	4	5	7	4	C#	E	E	B	minor seventh chord	1	True	True	True	True	True	4	4	3	3	True	False	False
78	2	6.5	49	7	C	1	4.5	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	13/2	False	True				False	13		viio6/V	E	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	viio	7	5	4	4	5	10	7	A#	C#	E	B	diminished triad	1	True	True	True	True	True	3	3	2	6	True	False	True
78	6	6.5	70	10	A	1	4.5	0	False	4	4	1	2	1/8	True	4	2	2	1	1a	4	13/2	False	True				False	13		viio6/V	E	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	viio	7	5	4	4	5	10	7	A#	C#	E	B	diminished triad	1	True	True	True	True	True	6	6	5	#4	True	True	False
80	2	6.667	54	6	F	1	4.667	0	False	4	4	2	1	1/24	True	4	2	2	1	1a	3	20/3	False	False				False	13		viio6/V	E	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	viio	7	5	4	4	5	10	7	A#	C#	E	B	diminished triad	1	True	True	True	True	True	2	2	1	2	False	False	False
