corpus	piece	../../pitch_arrays/DLC	split	pitch_arrays	last_modified	last_modified_url	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument	composed_source	subtitle_text	P86 (composer)	wikidata	musicbrainz	viaf	imslp	pdf	score_integrity	typesetter	transcriber	imslp.1	key	mode	electronic editor	electronic encoder	path	text	score integrity	extension	staff_5_ambitus	staff_5_instrument	staff_6_ambitus	staff_6_instrument	PDF	wdt:P86	librettist	sceneNumber	sceneTitle	staff_7_ambitus	staff_7_instrument	staff_8_ambitus	staff_8_instrument	staff_9_ambitus	staff_9_instrument	staff_10_ambitus	staff_10_instrument	staff_11_ambitus	staff_11_instrument	staff_12_ambitus	staff_12_instrument	staff_13_ambitus	staff_13_instrument	staff_14_ambitus	staff_14_instrument	staff_15_ambitus	staff_15_instrument	staff_16_ambitus	staff_16_instrument	staff_17_ambitus	staff_17_instrument	staff_18_ambitus	staff_18_instrument	staff_19_ambitus	staff_19_instrument	staff_20_ambitus	staff_20_instrument	staff_21_ambitus	staff_21_instrument	source.1	part_name_text	last_modified_url.1	rel_path.1	has_chords	has_cadence	has_phrase	has_pedal
chopin_mazurkas	BI162-1op63-1	False		True	v3.0-15-g695c972	https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-15-g695c972/MS3/BI162-1op63-1.mscx	1: 3/4	1: 5, 33: 3, 69: 5	102	102	306.0	102	102	306.0		1026.0	1084	462	0	0	169	B	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846	Frédéric Chopin	Mazurkas	1		Op. 63					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 63		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI162-1op63-1.mscx	0	30-83 (F#1-B5)		xml	51-83 (D#3-B5)		30-78 (F#1-F#5)						OxfordMusicOnline	Mazurka in B, Op. 63, no. 1		https://www.wikidata.org/wiki/Q6799058	https://musicbrainz.org/work/41e76177-c032-3e6d-994b-81b6d7b31a81	https://viaf.org/viaf/176006412	https://imslp.org/wiki/Mazurkas%2C_Op.63_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min				B	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-15-g695c972/MS3/BI162-1op63-1.mscx	chopin_mazurkas/MS3/BI162-1op63-1.mscx	True	False	True	True
chopin_mazurkas	BI162-2op63-2	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI162-2op63-2.mscx	1: 3/4	1: -4	56	56	168.0	56	56	168.0		521.75	570	258	0	0	80	f	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846	Frédéric Chopin	Mazurkas	2		Op. 63					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 63		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI162-2op63-2.mscx	0	32-79 (Ab1-G5)		xml	53-79 (F3-G5)	piano	32-67 (Ab1-G4)	piano					OxfordMusicOnline	Mazurka in f, Op. 63, no. 2		https://www.wikidata.org/wiki/Q6799058	https://musicbrainz.org/work/1f0ddbc8-d09d-3fbe-8cb3-0927d0ce4f6f	https://viaf.org/viaf/176006412	https://imslp.org/wiki/Mazurkas%2C_Op.63_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min				F	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI162-2op63-2.mscx	chopin_mazurkas/MS3/BI162-2op63-2.mscx	True	True	True	True
chopin_mazurkas	BI162-3op63-3	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI162-3op63-3.mscx	1: 3/4	1: 4, 34: -5, 50: 4	77	76	229.0	77	76	229.0		726.5	786	352	0	0	123	c#	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846	Frédéric Chopin	Mazurkas	3		Op. 63					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 63		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI162-3op63-3.mscx	0	32-97 (Ab1-C#7)		xml	49-97 (C#3-C#7)		32-73 (Ab1-C#5)						OxfordMusicOnline	Mazurka in c#, Op. 63, no. 3		https://www.wikidata.org/wiki/Q6799058	https://musicbrainz.org/work/498ca9d9-d190-3373-86c3-c6e45f2512b3	https://viaf.org/viaf/176006412	https://imslp.org/wiki/Mazurkas%2C_Op.63_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min				C sharp	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI162-3op63-3.mscx	chopin_mazurkas/MS3/BI162-3op63-3.mscx	True	True	True	True
chopin_mazurkas	BI163op67-4	False		True	v3.0-16-g8cfc799	https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-16-g8cfc799/MS3/BI163op67-4.mscx	1: 3/4	1: 0, 35: 3, 52: 0	83	80	247.0	113	112	337.0	[[[33], [34]], [[50], [51]]]	695.75	814	398	0	0	117	a	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846	Frédéric Chopin	Mazurkas	4		Op. posth. 67					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 67		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI163op67-4.mscx	0	33-85 (A1-C#6)		xml	57-85 (A3-C#6)	piano	33-69 (A1-A4)	piano					OxfordMusicOnline	Mazurka in a, Op. posth. 67, no. 4		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/a83fd481-9935-3645-9786-8a8b19363743		https://imslp.org/wiki/Mazurkas%2C_Op.67_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				A	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-16-g8cfc799/MS3/BI163op67-4.mscx	chopin_mazurkas/MS3/BI163op67-4.mscx	True	True	True	True
chopin_mazurkas	BI167op67-2	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI167op67-2.mscx	1: 3/4	1: -2	57	56	169.0	73	72	217.0		507.0	582	250	0	0	78	g	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1848	1849	Frédéric Chopin	Mazurkas	2		Op. posth. 67					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 67		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI167op67-2.mscx	0	34-94 (Bb1-Bb6)		xml	62-94 (D4-Bb6)	piano	34-67 (Bb1-G4)	piano					OxfordMusicOnline	Mazurka in g, Op. posth. 67, no. 2		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/eb4fbf72-552a-3ce9-93a1-10f8efb33a83		https://imslp.org/wiki/Mazurkas%2C_Op.67_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				G	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI167op67-2.mscx	chopin_mazurkas/MS3/BI167op67-2.mscx	True	True	True	True
chopin_mazurkas	BI168op68-4	False	test	True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI168op68-4.mscx	1: 3/4	1: -4	40	40	120.0	62	62	186.0		363.0	422	201	0	0	80	f	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846	Frédéric Chopin	Mazurkas	4		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI168op68-4.mscx	0	38-83 (D2-B5)		xml	60-83 (C4-B5)	piano	38-69 (D2-A4)	piano					OxfordMusicOnline	Mazurka in f, Op. posth. 68, no. 4		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/873125f1-57a9-3427-8d12-11daf2faa55e		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				F	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI168op68-4.mscx	chopin_mazurkas/MS3/BI168op68-4.mscx	True	True	True	True
chopin_mazurkas	BI18op68-2	False		True	v3.0-22-ge2cd277	https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-22-ge2cd277/MS3/BI18op68-2.mscx	1: 3/4	1: 0, 31: 3, 47: 0	66	64	196.25	85	84	253.25	[[[29], [30]]]	589.25	736	272	0	0	125	a	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1827	1827	Frédéric Chopin	Mazurkas	2		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI18op68-2.mscx	0	33-81 (A1-A5)		xml	61-81 (C#4-A5)	piano	33-66 (A1-F#4)	piano					OxfordMusicOnline	Mazurka in a, Op. posth. 68, no. 2		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/f1678460-5a8d-34a5-8818-07c2527baaf2		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				A	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-22-ge2cd277/MS3/BI18op68-2.mscx	chopin_mazurkas/MS3/BI18op68-2.mscx	True	True	True	True
chopin_mazurkas	BI34op68-3	False		True	v3.0-24-g3f7d41e	https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-24-g3f7d41e/MS3/BI34op68-3.mscx	1: 3/4	1: -1, 33: -2, 45: -1	60	60	180.0	60	60	180.0		677.75	782	231	0	0	109	F	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1830	Frédéric Chopin	Mazurkas	3		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI34op68-3.mscx	0	41-89 (F2-F6)		xml	55-89 (G3-F6)		41-70 (F2-Bb4)						OxfordMusicOnline	Mazurka in F, Op. posth. 68, no. 3		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/3465f5ba-a680-318e-b25f-157563d562d9		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				F	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-24-g3f7d41e/MS3/BI34op68-3.mscx	chopin_mazurkas/MS3/BI34op68-3.mscx	True	True	True	True
chopin_mazurkas	BI38op68-1	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI38op68-1.mscx	1: 3/4	1: 0, 34: -1, 50: 0	73	72	219.0	84	84	252.0	[[[32], [33]]]	877.25	1114	364	0	0	139	C	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1830	Frédéric Chopin	Mazurkas	1		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI38op68-1.mscx	0	31-89 (G1-F6)		xml	55-89 (G3-F6)	piano	31-74 (G1-D5)	piano					OxfordMusicOnline	Mazurka in C, Op. posth. 68, no. 1		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/a84e92ea-be35-380e-a444-4dd0443dda2b		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				C	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI38op68-1.mscx	chopin_mazurkas/MS3/BI38op68-1.mscx	True	True	True	True
chopin_mazurkas	BI60-1op06-1	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI60-1op06-1.mscx	1: 3/4	1: 3	75	72	217.0	117	112	337.0		775.25	895	367	0	0	204	f#	2.3.0	Wendelin Bitzan (2.1.1), AJW (2.3.0), Davor Krkljus (2.3.0)	AN, AJW, JH, DK	1830	1832	Frédéric Chopin	Mazurkas	1	Mazurka in F sharp minor, op. 6 no. 1	Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI60-1op06-1.mscx	0	30-90 (F#1-F#6)		xml	42-90 (F#2-F#6)	piano	30-71 (F#1-B4)	piano					OxfordMusicOnline	Mazurka in f#, Op. 6, no. 1		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/afb3c588-787c-3372-8425-8b46ddf9cf52		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller				F sharp	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI60-1op06-1.mscx	chopin_mazurkas/MS3/BI60-1op06-1.mscx	True	True	True	True
chopin_mazurkas	BI60-2op06-2	False	test	True	v3.0-26-gc2325ed	https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-26-gc2325ed/MS3/BI60-2op06-2.mscx	1: 3/4	1: 4	75	72	216.0	101	96	288.0		715.08	800	327	0	0	104	c#	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	2		Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI60-2op06-2.mscx	0	32-83 (G#1-B5)		xml	56-83 (G#3-B5)	piano	32-66 (G#1-F#4)	piano					OxfordMusicOnline	Mazurka in c#, Op. 6, no. 2		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/124c4818-a9e2-3445-ab9e-1e3d31c7c2a5		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller				C sharp	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v3.0-26-gc2325ed/MS3/BI60-2op06-2.mscx	chopin_mazurkas/MS3/BI60-2op06-2.mscx	True	True	True	True
chopin_mazurkas	BI60-3op06-3	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI60-3op06-3.mscx	1: 3/4	1: 4	90	90	270.0	98	98	294.0		1061.75	1229	393	0	0	145	E	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	3		Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI60-3op06-3.mscx	0	33-88 (A1-E6)		xml	35-88 (B1-E6)	piano	33-71 (A1-B4)	piano					OxfordMusicOnline	Mazurka in E, Op. 6, no. 3		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/6e78f863-7068-3211-966b-f8cb1599859d		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller				E	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI60-3op06-3.mscx	chopin_mazurkas/MS3/BI60-3op06-3.mscx	True	True	True	True
chopin_mazurkas	BI60-4op06-4	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI60-4op06-4.mscx	1: 3/4	1: -6	25	24	73.0	41	40	121.0		281.5	234	113	0	0	67	eb	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	4	Mazurka in E flat minor, op. 6 no. 4	Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI60-4op06-4.mscx	0	39-75 (Eb2-Eb5)		xml	62-75 (D4-Eb5)	piano	39-63 (Eb2-Eb4)	piano					OxfordMusicOnline	Mazurka in eb, Op. 6, no. 4		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/277cc6f0-601e-3d8f-b337-f90aff78ae63		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller				E flat	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI60-4op06-4.mscx	chopin_mazurkas/MS3/BI60-4op06-4.mscx	True	False	True	True
chopin_mazurkas	BI61-1op07-1	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-1op07-1.mscx	1: 3/4	1: -2	67	64	194.0	108	104	312.0	[[[66], [67]]]	578.75	706	308	0	0	104	Bb	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	1		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI61-1op07-1.mscx	0	39-86 (Eb2-D6)		xml	64-86 (E4-D6)	piano	39-67 (Eb2-G4)	piano					OxfordMusicOnline	Mazurka in Bb, Op. 7, no. 1		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/7c2dfedf-ad3d-3abc-b1c0-32263ca931b3		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				B flat	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-1op07-1.mscx	chopin_mazurkas/MS3/BI61-1op07-1.mscx	True	True	True	True
chopin_mazurkas	BI61-2op07-2	False	test	True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-2op07-2.mscx	1: 3/4	1: 0, 36: 3	60	56	173.0	125	120	360.0	[[[34], [35]], [[59], [60]]]	527.25	596	249	0	0	114	a	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	2		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI61-2op07-2.mscx	0	33-90 (A1-F#6)		xml	60-90 (C4-F#6)	piano	33-67 (A1-G4)	piano					OxfordMusicOnline	Mazurka in a, Op. 7, no. 2		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/aea292ab-3d0a-4fd7-837e-f095d2c48721		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				A	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-2op07-2.mscx	chopin_mazurkas/MS3/BI61-2op07-2.mscx	True	True	True	True
chopin_mazurkas	BI61-3op07-3	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-3op07-3.mscx	1: 3/4	1: -4	105	105	315.0	105	105	315.0		1109.25	1203	487	0	0	205	f	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	3		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI61-3op07-3.mscx	0	36-89 (C2-F6)		xml	55-89 (G3-F6)	piano	36-65 (C2-F4)	piano					OxfordMusicOnline	Mazurka in f, Op. 7, no. 3		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/62809ad0-c222-33bc-aa35-2d52467b9690		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				F	minor																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-3op07-3.mscx	chopin_mazurkas/MS3/BI61-3op07-3.mscx	True	True	True	True
chopin_mazurkas	BI61-4op07-4	False	test	True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-4op07-4.mscx	1: 3/4	1: -4	45	44	132.5	61	60	180.5		552.0	657	241	0	0	104	Ab	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	4		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI61-4op07-4.mscx	0	45-84 (A2-C6)		xml	63-84 (Eb4-C6)	piano	45-65 (A2-F4)	piano					OxfordMusicOnline	Mazurka in Ab, Op. 7, no. 4		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/9eb2b772-9cb6-3d5f-a3a8-7da1f0713705		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				A flat	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI61-4op07-4.mscx	chopin_mazurkas/MS3/BI61-4op07-4.mscx	True	True	True	True
chopin_mazurkas	BI61-5op07-5	False		False			1: 3/4	1: 0	20	20	60.0					208.0	252	104	0	0	38	C	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832	Frédéric Chopin	Mazurkas	5		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI61-5op07-5.mscx	0	43-86 (G2-D6)		xml	62-86 (D4-D6)	piano	43-65 (G2-F4)	piano					OxfordMusicOnline	Mazurka in C, Op. 7, no. 5		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/30685f58-c530-313a-8143-09915cd615e1		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard				C	major																																																	chopin_mazurkas/MS3/BI61-5op07-5.mscx	True	False	True	True
chopin_mazurkas	BI71	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI71.mscx	1: 3/4	1: 2, 46: 1, 62: 2	69	68	204.5	69	68	204.5		831.75	999	312	0	0	122	D	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.3.0)	AN, TS	1832	1832	Frédéric Chopin	Mazurka			BI71					2019-08-01	3.02	Linux			Mazurka, BI71		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI71.mscx	0	35-93 (B1-A6)			61-93 (C#4-A6)	Piano	35-71 (B1-B4)	Piano					IMSLP	Mazurka in D, BI71			https://musicbrainz.org/work/2412d95c-0ef9-459b-9d3a-52e41ca51ba0		https://imslp.org/wiki/Mazurka_in_D_major%2C_B.71_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard	Tom Schreyer		https://imslp.org/wiki/Special:ReverseLookup/97082	D	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI71.mscx	chopin_mazurkas/MS3/BI71.mscx	True	True	True	True
chopin_mazurkas	BI73	False		True	v1.0-7-g089b47c	https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI73.mscx	1: 3/4	1: -2, 28: -3	36	32	102.0	12	12	35.0	[[[12, 13], [14]], [[26], [27]]]	329.5	371	141	0	0	44	Bb	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.3.0)	AN, TS	1832	1832	Frédéric Chopin	Mazurka			BI73					2019-08-01	3.02	Linux			Mazurka, BI73		Frédéric Chopin	3.6.2	2.5.4	chopin_mazurkas/MS3	chopin_mazurkas/MS3/BI73.mscx	0	39-87 (Eb2-Eb6)			62-87 (D4-Eb6)	Piano	39-68 (Eb2-Ab4)	Piano					IMSLP	Mazurka in Bb, BI73			https://musicbrainz.org/work/b02da1dd-6d34-406b-9022-2be59a6fab0e		https://imslp.org/wiki/Mazurka_in_B-flat_major_'Wo%C5%82owska'%2C_B.73_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard	Tom Schreyer		https://imslp.org/wiki/Special:ReverseLookup/97084	B flat	major																																																https://github.com/DCMLab/chopin_mazurkas/blob/v1.0-7-g089b47c/MS3/BI73.mscx	chopin_mazurkas/MS3/BI73.mscx	True	True	True	True
